pcf_id,year_of_reporting,product_name,product_detail,company,country,company's_gics_industry_group,company's_gics_industry,company's_sector,product_weight,product's_carbon_footprint,carbon_intensity
2135,2013,"Polypropylene (PP) or Polypropene, which has the molecular formula of (CH (CH3) - CH2)n is a resin produced from the polymerization of monomer Propene, its main feedstock. It may also be produced from a mixture of two types of monomers (ethylene and propylene), producing the PP Copolymer. This is the carbon footprint for the Polypropylene produced in Brazil. The figure provide in column ""Total emissions in kg CO2e per unit"" has the dimension of tCO2e/ ton product.","Polypropylene (PP) or Polypropene, which has the molecular formula of (CH (CH3) - CH2)n is a resin produced from the polymerization of monomer Propene, its main feedstock. It may also be produced from a mixture of two types of monomers (ethylene and propylene), producing the PP Copolymer. This is the carbon footprint for the Polypropylene produced in Brazil. The figure provide in column ""Total emissions in kg CO2e per unit"" has the dimension of tCO2e/ ton product.",Braskem S/A,Brazil,Materials,Chemicals,Chemicals,1.0,1.33,1.33
2135,2014,Polypropylene,"Polypropylene (PP) or Polypropene, which has the molecular formula of (CH (CH3) - CH2)n is a resin produced from the polymerization of monomer Propene, its main feedstock. It may also be produced from a mixture of two types of monomers (ethylene and propylene), producing the PP Copolymer. This is the carbon footprint for the Polypropylene produced in Brazil. The figure provide in column ""Total emissions in kg CO2e per unit"" has the dimension of tCO2e/ ton product.",Braskem S/A,Brazil,Materials,Chemicals,Chemicals,1.0,1.33,1.33
2135,2015,Polypropylene,"Polypropylene (PP) or Polypropene, which has the molecular formula of (CH (CH3) - CH2)n is a resin produced from the polymerization of monomer Propene, its main feedstock. It may also be produced from a mixture of two types of monomers (ethylene and propylene), producing the PP Copolymer. This is the carbon footprint for the Polypropylene produced in Brazil. The figure provide in column ""Total emissions in kg CO2e per unit"" has the dimension of tCO2e/ ton product.",Braskem S/A,Brazil,Chemicals,Not used for 2015 reporting,Chemicals,1.0,1.33,1.33
2135,2016,Polypropylene,"Polypropylene (PP), which has the molecular formula of (CH (CH3) - CH2)n is a resin produced from the polymerization of monomer Propene, its main feedstock. It may also be produced from a mixture of two types of monomers (ethylene and propylene), producing the PP Copolymer. This is the carbon footprint for the Polypropylene produced in Brazil. The figure provide in column ""Total emissions in kg CO2e per unit"" has the dimension of tCO2e/ ton product.",Braskem S/A,Brazil,Materials,Chemicals,Chemicals,1000.0,1330.0,1.33
2135,2013,"The Polyvinyl Chloride (PVC; -(CH2-CHCl)n-) is the oldest plastic material. This material is produced from the polymerization of the monomer MVC. Braskem has a chlorine production unit, base material, which shall be used for the production of DCE (1,2-dichloroethane) from the mixture of chloride and ethylene. Afterwards, the DCE reacts to form MVC, the monomer for the polymerization process. The figure provide in column ""Total emissions in kg CO2e per unit"" has the dimension of tCO2e/ ton product.","The Polyvinyl Chloride (PVC; -(CH2-CHCl)n-) is the oldest plastic material. This material is produced from the polymerization of the monomer MVC. Braskem has a chlorine production unit, base material, which shall be used for the production of DCE (1,2-dichloroethane) from the mixture of chloride and ethylene. Afterwards, the DCE reacts to form MVC, the monomer for the polymerization process. The figure provide in column ""Total emissions in kg CO2e per unit"" has the dimension of tCO2e/ ton product.",Braskem S/A,Brazil,Materials,Chemicals,Chemicals,1.0,1.77,1.77
2135,2014,Polyvinyl Chloride,"The Polyvinyl Chloride (PVC; -(CH2-CHCl)n-) is the oldest plastic material. This material is produced from the polymerization of the monomer MVC. Braskem has a chlorine production unit, base material, which shall be used for the production of DCE (1,2-dichloroethane) from the mixture of chloride and ethylene. Afterwards, the DCE reacts to form MVC, the monomer for the polymerization process. The figure provide in column ""Total emissions in kg CO2e per unit"" has the dimension of tCO2e/ ton product.",Braskem S/A,Brazil,Materials,Chemicals,Chemicals,1.0,1.77,1.77
2135,2015,Polyvinyl Chloride,"The Polyvinyl Chloride (PVC; -(CH2-CHCl)n-) is the oldest plastic material. This material is produced from the polymerization of the monomer MVC. Braskem has a chlorine production unit, base material, which shall be used for the production of DCE (1,2-dichloroethane) from the mixture of chloride and ethylene. Afterwards, the DCE reacts to form MVC, the monomer for the polymerization process. The figure provide in column ""Total emissions in kg CO2e per unit"" has the dimension of tCO2e/ ton product.",Braskem S/A,Brazil,Chemicals,Not used for 2015 reporting,Chemicals,1.0,1.77,1.77
2135,2016,Polyvinyl Chloride,"The Polyvinyl Chloride (PVC; -(CH2-CHCl)n-) is the oldest plastic material. This material is produced from the polymerization of the monomer MVC. Braskem has a chlorine production unit, base material, which shall be used for the production of DCE (1,2-dichloroethane) from the mixture of chloride and ethylene. Afterwards, the DCE reacts to form MVC, the monomer for the polymerization process. The figure provide in column ""Total emissions in kg CO2e per unit"" has the dimension of tCO2e/ ton product.",Braskem S/A,Brazil,Materials,Chemicals,Chemicals,1000.0,1770.0,1.77
21394,2013,"Acer 15.6"" Notebook",Field not included in 2013 data,Wistron Corp,Taiwan,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",2.35868,8.8,3.73
21477,2015,LCD PC,LCD PC  in our company is for  Dell,Quanta Computer,Taiwan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,1600.0,1.6
21477,2015,PND,PND   in our company is for  Vodafone and Wal-Mart,Quanta Computer,Taiwan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,10202.0,10.2
21477,2015,Note book,Note book in our company is for Dell and Acer,Quanta Computer,Taiwan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,1330.0,1.33
21477,2015,Auto,Auto   in our company is for  Vodafone and Wal-Mart,Quanta Computer,Taiwan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,10202.0,10.2
21477,2015,Watch,Watch   in our company is for  Vodafone and Wal-Mart,Quanta Computer,Taiwan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,10202.0,10.2
21477,2015,Camera,camera   in our company is for  Microsoft,Quanta Computer,Taiwan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,10202.0,10.2
21477,2016,Camera,Camera in our company is for Microsoft,Quanta Computer,Taiwan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",0.25,5.3,21.2
21477,2016,AIO,AIO in our company is for Acer,Quanta Computer,Taiwan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",8.05,5.4,0.67
21477,2016,AIO,AIO in our company is for HP,Quanta Computer,Taiwan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",8.05,5.3,0.66
21477,2016,Notebook,Notebook in our company is for Acer,Quanta Computer,Taiwan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",2.95,5.4,1.83
21477,2016,Server,Server in our company is for Microsoft,Quanta Computer,Taiwan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",19.97,2.4,0.12
21477,2016,Tablet,Tablet in our company is for HP,Quanta Computer,Taiwan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",0.35,5.3,15.14
21477,2015,Servers,Servers   in our company is for  Cisco and Microsoft,Quanta Computer,Taiwan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,3248.0,3.25
21477,2016,VR,VR  in our company is for Acer,Quanta Computer,Taiwan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",0.35,3.6,10.29
21477,2015,DT,DT  in our company is for Acer,Quanta Computer,Taiwan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,1600.0,1.6
21477,2015,Phone,Phone in our company is for  Acer,Quanta Computer,Taiwan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,1600.0,1.6
21477,2015,Pad,PAD in our company is for  Acer,Quanta Computer,Taiwan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,1600.0,1.6
21477,2015,CHROMEBOX,CHROMEBOX  in our company is for  Dell,Quanta Computer,Taiwan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,1600.0,1.6
21477,2015,Lamp,Lamp  in our company is for  Dell,Quanta Computer,Taiwan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,1600.0,1.6
21477,2015,POS,POS in our company is for  Dell,Quanta Computer,Taiwan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,1600.0,1.6
21477,2015,Speaker,Speeker in our company is for  Dell,Quanta Computer,Taiwan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",1000.0,1600.0,1.6
2156,2016,Tire including low fuel consumption tire; e.g. ECOPIA series,Tire including low fuel consumption tire based on the labelling system considered as voluntary standards by the industry and designed by JATMA (Japan Automobile Tyre Manufacturers Association). We are making efforts to lower average rolling resistance of tire. Total emissions in kg CO2e per unit [in this report] is calculated in case of ECOPIA as an example.,Bridgestone Corporation,Japan,Automobiles & Components,Auto Components,Automobiles & components,9.07185,118.0,13.01
21673,2014,Air Purifier,"It filters polluted air such as dust and yellow dust using a special filter, and cleans the indoor air in homes or offices.",Coway Co Ltd,South Korea,Consumer Durables & Apparel,Household Durables,"Home durables, textiles, & equipment",7.2,126.0,17.5
21889,2013,Folding boxboard produced at the Maule and Valdivia mills.,Folding boxboard produced at the Maule and Valdivia mills.,Empresas CMPC,Chile,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,549.2,0.55
21889,2014,Folding boxboard,Folding boxboard produced at the Maule and Valdivia mills.,Empresas CMPC,Chile,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,554.94,0.55
21889,2015,Folding boxboard,Folding boxboard produced at the Maule and Valdivia mills.,Empresas CMPC,Chile,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",Not used for 2015 reporting,Construction & commercial materials,1000.0,451.46,0.45
22295,2015,Tako CX Lite,"Tako CX Lite is a fully coated bleached paperboard with an uncoated back, based on 100% fresh forest fibres. It is suitable for gravure and offset printing and is available in sheets and reels. Typical end use is cigarette packaging.",Metsä Board,Finland,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",Not used for 2015 reporting,Construction & commercial materials,1000.0,918.0,0.92
22295,2015,Tako CX Lite S,Tako CX Lite S is a fully coated bleached paperboard with uncoated back based on 100% fresh forest fibres. It is suitable for gravure and offset printing and it is available in sheets and reels. Typical end use is cigarette packaging.,Metsä Board,Finland,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",Not used for 2015 reporting,Construction & commercial materials,1000.0,918.0,0.92
22295,2013,"Simcote is a fully coated folding boxboard with a washed groundwood middle layer, based on 100 % fresh forest fibres. Typical end-uses are food and general packaging.","Simcote Simcote is a fully coated folding boxboard with a washed groundwood middle layer, based on 100 % fresh forest fibres. Typical end-uses are food and general packaging.",Metsä Board,Finland,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,597.0,0.6
22295,2015,Simcote,"Simcote is a fully coated folding boxboard with a washed groundwood middle layer, based on 100 % fresh forest fibres. Typical end-uses are food and general packaging.",Metsä Board,Finland,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",Not used for 2015 reporting,Construction & commercial materials,1000.0,782.0,0.78
22295,2015,Tako CX Lite S2,Tako CX Lite S2 is a fully coated bleached paperboard with uncoated back based on 100% fresh forest fibres. It is suitable for gravure and offset printing and it is available in sheets and reels. Typical end use is cigarette packaging.,Metsä Board,Finland,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",Not used for 2015 reporting,Construction & commercial materials,1000.0,918.0,0.92
22295,2015,Tako CX Lite OBA,Tako CX Lite OBA is a fully coated bleached paperboard with an uncoated back based on 100% fresh forest fibres. It is suitable for gravure and offset printing and is available in sheets and reels. Typical end use is cigarette packaging.,Metsä Board,Finland,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",Not used for 2015 reporting,Construction & commercial materials,1000.0,918.0,0.92
22295,2015,Tako CX White S,"Tako CX White S is a fully coated bleached paperboard with a coated back, based on 100 % fresh forest fibres. It is suitable for gravure and offset printing and it is available in sheets and reels. Typical end use is cigarette packaging.",Metsä Board,Finland,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",Not used for 2015 reporting,Construction & commercial materials,1000.0,900.0,0.9
22295,2016,Metsä Board Classic FBB (Simcote),"MetsäBoard Classic FBB is a fully coated folding boxboard (GC2) available in a basis weight range of 200-340 g/m² and suitable for offset, flexo and digital printing.",Metsä Board,Finland,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,807.0,0.81
22295,2016,Metsä Board Classic FBB CX (Tako Lite CX)),"MetsäBoard Classic FBB CX is a fully coated paperboard, without optical brightening agents, available in a basis weight range of 200-225 g/m². It is highly suitable for gravure, offset and flexo printing.",Metsä Board,Finland,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,767.0,0.77
22295,2016,Metsä Board Natural FSB Cup - new product,"MetsäBoard Natural FSB Cup is an uncoated food service board, available in a basis weight range of 185-355 g/m², suitable for offset and flexo printing.",Metsä Board,Finland,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,369.0,0.37
22295,2016,Metsä Board Prime FBB (Carta Elega),"MetsäBoard Prime FBB is a fully coated bleached paperboard with coated back, available in a basis weight range of 205-380g/m² and suitable for offset, gravure, flexo and digital printing.",Metsä Board,Finland,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,804.0,0.8
22295,2016,Metsä Board Prime FBB Bright (Carta Integra),"MetsäBoard Prime FBB Bright is a fully coated bleached paperboard with coated back, available in a basis weight range of 170-330 g/m² and suitable for offset, gravure, flexo and digital printing.",Metsä Board,Finland,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,534.0,0.53
22295,2016,Metsä Board Prime FBB CX (Tako CX White S),"MetsäBoard Prime FBB CX is a fully coated paperboard with coated back, available in a basis weight range of 215-240 g/m² and suitable for gravure, offset and flexo printing.",Metsä Board,Finland,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,767.0,0.77
22295,2016,Metsä Board Prime FBB CXB (Carta Allura),"MetsäBoard Prime FBB CXB is a fully coated bleached paperboard with coated back, available in a basis weight range of 225-260 g/m² and suitable for offset, gravure, flexo and digital printing.",Metsä Board,Finland,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,766.0,0.77
22295,2013,"Carta Elega is a fully coated folding boxboard, GC1, based on 100 % fresh forest fibres. Typical end uses are cosmetics and other luxury packagings and graphical applications.","Carta Elega Carta Elega is a fully coated folding boxboard, GC1, based on 100 % fresh forest fibres. Typical end uses are cosmetics and other luxury packagings and graphical applications.",Metsä Board,Finland,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,482.0,0.48
22295,2015,Carta Elega,"Carta Elega is a fully coated folding boxboard, GC1, based on 100 % fresh forest fibres. Typical end uses are cosmetics and other luxury packagings and graphical applications.",Metsä Board,Finland,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",Not used for 2015 reporting,Construction & commercial materials,1000.0,804.0,0.8
22295,2016,Metsä Board Prime FBB CXL (Tako HiD L JTI),"MetsäBoard Prime FBB CX is a fully coated paperboard with coated back, available in basis weight range of 235 g/m² and is suitable for gravure, offset and flexo printing.",Metsä Board,Finland,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,767.0,0.77
22295,2016,Metsä Board Prime FBB CXX (Tako HiD X JTI),"MetsäBoard Prime FBB CX is a fully coated paperboard with coated back, available in basis weight 270 g/m² and is suitable for gravure, offset and flexo printing.",Metsä Board,Finland,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,767.0,0.77
22295,2016,Metsä Board Pro FBB (Avanta Prima),"MetsäBoard Pro FBB is a fully coated folding boxboard (GC2) available in a basis weight range of 205-355 g/m² and suitable for offset, gravure, flexo and digital printing.",Metsä Board,Finland,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,811.0,0.81
22295,2016,Metsä Board Pro FBB Bright (Carta Solida),"MetsäBoard Pro FBB Bright is a fully coated bleached paperboard with white back, available in a basis weight range of 185-350 g/m² and suitable for offset, gravure, flexo and digital printing as well as for litholamination",Metsä Board,Finland,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,534.0,0.53
22295,2016,MetsäBoard Pro FBB CX (Tako CX Lite S),"MetsäBoard Pro FBB CX is a fully coated paperboard, available in a basis weight range of 200-225g/m², suitable for gravure, offset and flexo printing.",Metsä Board,Finland,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,776.0,0.78
22295,2013,"Avanta Prima is a fully coated folding boxboard, GC2, based on 100 % fresh forest fibress. Typical end uses are high-quality pharmaceuticals, daily cosmetics and food packagings.","Avanta Prima Avanta Prima is a fully coated folding boxboard, GC2, based on 100 % fresh forest fibress. Typical end uses are high-quality pharmaceuticals, daily cosmetics and food packagings.",Metsä Board,Finland,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,478.0,0.48
22295,2015,Avanta Prima,"Avanta Prima is a fully coated folding boxboard, GC2, based on 100 % fresh forest fibress. Typical end uses are high-quality pharmaceuticals, daily cosmetics and food packagings.",Metsä Board,Finland,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",Not used for 2015 reporting,Construction & commercial materials,1000.0,811.0,0.81
22295,2013,"Carta Solida is a fully coated BCTMP board with a white back, based on 100 % fresh forest fibres. Carta Solida is suitable for packaging and graphical end uses and it is available in reels and sheets.","Carta Solida Carta Solida is a fully coated BCTMP board with a white back, based on 100 % fresh forest fibres. Carta Solida is suitable for packaging and graphical end uses and it is available in reels and sheets.",Metsä Board,Finland,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,359.0,0.36
22295,2015,Carta Solida,"Carta Solida is a fully coated BCTMP board with a white back, based on 100 % fresh forest fibres. Carta Solida is suitable for packaging and graphical end uses and it is available in reels and sheets.",Metsä Board,Finland,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",Not used for 2015 reporting,Construction & commercial materials,1000.0,534.0,0.53
22295,2013,"Carta Integra is a fully coated BCTMP board with a coated back,  based on 100 % fresh forest fibres. Carta Integra is suitable for graphical and packaging end uses and it is available in reels and sheets.","Carta Integra Carta Integra is a fully coated BCTMP board with a coated back,  based on 100 % fresh forest fibres. Carta Integra is suitable for graphical and packaging end uses and it is available in reels and sheets.",Metsä Board,Finland,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,359.0,0.36
22295,2015,Carta Integra,"Carta Integra is a fully coated BCTMP board with a coated back, based on 100 % fresh forest fibres. Carta Integra is suitable for graphical and packaging end uses and it is available in reels and sheets.",Metsä Board,Finland,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",Not used for 2015 reporting,Construction & commercial materials,1000.0,534.0,0.53
22295,2013,"Kemiart Brite is a tradional white top kraftliner for retail packages with large colour-printed areas and line pictures with excellent contrast, based on 100 % fresh forest fibres. It is used for corrugated packaging.","Kemiart Brite Kemiart Brite is a tradional white top kraftliner for retail packages with large colour-printed areas and line pictures with excellent contrast, based on 100 % fresh forest fibres. It is used for corrugated packaging.",Metsä Board,Finland,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,398.0,0.4
22295,2013,"Batabak 515 is a fully coated bleached paperboard with uncoated back, based on 100 % fresh forest fibres. Typical end use is cigarette packaging.","Batabak 515 Batabak 515 is a fully coated bleached paperboard with uncoated back, based on 100 % fresh forest fibres. Typical end use is cigarette packaging.",Metsä Board,Finland,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,781.0,0.78
22295,2013,"Batabak 580 is a fully coated bleached paperboard with  a coated back, based on 100 % fresh forest fibres. Typical end use is cigarette packaging.","Batabak 580 Batabak 580 is a fully coated bleached paperboard with  a coated back, based on 100 % fresh forest fibres. Typical end use is cigarette packaging.",Metsä Board,Finland,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,792.0,0.79
22295,2013,"Batabak 510 is a fully coated bleached paperboard with uncoated back, based on 100 % fresh forest fibres. Typical end use is cigarette packaging.","Batabak 510 Batabak 510 is a fully coated bleached paperboard with uncoated back, based on 100 % fresh forest fibres. Typical end use is cigarette packaging.",Metsä Board,Finland,Materials,Paper & Forest Products,Construction & commercial materials,1000.0,781.0,0.78
22322,2014,Glass container,355ml carbonated beverage container from Asia-Pacific,Owens-Illinois,USA,Materials,Containers & Packaging,Packaging for consumer goods,0.416,0.153,0.37
22322,2014,Glass container,355ml carbonated beverage container from Europe,Owens-Illinois,USA,Materials,Containers & Packaging,Packaging for consumer goods,0.416,0.11,0.26
22322,2014,Glass container,355ml carbonated beverage container from Latin America,Owens-Illinois,USA,Materials,Containers & Packaging,Packaging for consumer goods,0.416,0.117,0.28
22322,2014,Glass container,355ml carbonated beverage container from North America,Owens-Illinois,USA,Materials,Containers & Packaging,Packaging for consumer goods,0.416,0.171,0.41
22379,2014,BillerudKorsnäs Liquid LC,Liquid Packaging Board with the grammages of 272 and 280 aimed for converting to beverage cartons.,BillerudKorsnäs,Sweden,Materials,Containers & Packaging,Packaging for consumer goods,1000.0,407.0,0.41
22379,2015,BillerudKorsnäs Liquid LC,Liquid Packaging Board with the grammages of 272 and 280 aimed for converting to beverage cartons.,BillerudKorsnäs,Sweden,Containers & Packaging,Not used for 2015 reporting,Packaging for consumer goods,1000.0,407.0,0.41
22645,2013,"TFT-LCD products is the use of the optical properties of liquid crystals to achieve the image display, liquid crystal main structure is poured into the vacuum between the two pieces of glass, glass, applied voltage and control the proper spacing of the deflection characteristics of the incident light can be changed to to image display. For the automobile products's TFT-LCD Module, the product is defined as B to B (Business to Business) products, ranging from the cradle to the door inventory, according to standard PCR system boundaries should be compulsory included in carbon footprint assessment phase are as follows:  . Mining and raw materials made  . Manufacture of major components  . Transport components  . Product assembly stage. The models 069LA of automobile panel was complete the dual certification of carbon footprint and water footprint  by SGS in 2011.","TFT-LCD products is the use of the optical properties of liquid crystals to achieve the image display, liquid crystal main structure is poured into the vacuum between the two pieces of glass, glass, applied voltage and control the proper spacing of the deflection characteristics of the incident light can be changed to to image display. For the automobile products's TFT-LCD Module, the product is defined as B to B (Business to Business) products, ranging from the cradle to the door inventory, according to standard PCR system boundaries should be compulsory included in carbon footprint assessment phase are as follows:  . Mining and raw materials made  . Manufacture of major components  . Transport components  . Product assembly stage. The models 069LA of automobile panel was complete the dual certification of carbon footprint and water footprint  by SGS in 2011.",Chunghwa Picture Tubes Ltd,Taiwan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",0.28,12.0,42.86
22710,2014,Coca-Cola (all packaging and sizes),Coca-Cola soft drink,Coca-Cola HBC AG,Switzerland,"Food, Beverage & Tobacco",Beverages,Food & Beverage,1.093,0.1673,0.15
22710,2015,Coca-Cola (all packaging and sizes),Coca-Cola soft drink (carbonated non-alcoholic  beverage),Coca-Cola HBC AG,Switzerland,Food & Beverage Processing,Not used for 2015 reporting,Food & Beverage,1.093,0.158,0.14
22710,2016,Coca-Cola (all packaging and sizes),Coca-Cola soft drink (carbonated non-alcoholic beverage),Coca-Cola HBC AG,Switzerland,"Food, Beverage & Tobacco",Beverages,Food & Beverage,1.093,0.147,0.13
22917,2015,Wind Turbine G90 2 Megawats,Cradle to grave emissions of a Wind Turbine G90 2 Megawats,"Gamesa Corporación Tecnológica, S.A.",Spain,Electrical Equipment and Machinery,Not used for 2015 reporting,Comm. equipm. & capital goods,361000.0,1251625.0,3.47
22917,2015,Wind Turbine G114 2 Megawats,Cradle to grave emissions of a Wind Turbine G114 2 Megawats. Tower 93 m3ters,"Gamesa Corporación Tecnológica, S.A.",Spain,Electrical Equipment and Machinery,Not used for 2015 reporting,Comm. equipm. & capital goods,400000.0,1532608.0,3.83
22917,2015,Wind Turbine G128 5 Megawats,Cradle to grave emissions of a Wind Turbine G128 5 Megawats. Hibrid tower 140 meters,"Gamesa Corporación Tecnológica, S.A.",Spain,Electrical Equipment and Machinery,Not used for 2015 reporting,Comm. equipm. & capital goods,600000.0,3718044.0,6.2
22917,2015,Wind Turbine G132 5 Megawats,Cradle to grave emissions of a Wind Turbine G132 5 Megawats. Metallic tower of 95 meters,"Gamesa Corporación Tecnológica, S.A.",Spain,Electrical Equipment and Machinery,Not used for 2015 reporting,Comm. equipm. & capital goods,600000.0,3276187.0,5.46
23195,2013,HP EliteDisplay E201 20-inch LED Backlit Monitor,Field not included in 2013 data,Hewlett-Packard,USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",7.1,300.0,42.25
23195,2013,HP Compaq LA2206xc 21.5-inch Webcam Monitor,Field not included in 2013 data,Hewlett-Packard,USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",8.3,380.0,45.78
23195,2013,HP LaserJet Enterprise M4555fskm MFP (note that this product is representative of 61 similar products for which full LCAs were performed),HP LaserJet Enterprise M4555fskm MFP (note that this product is representative of 61 similar products for which full LCAs were performed),Hewlett-Packard,USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",52.5,16100.0,306.67
23195,2013,HP Compaq LA2405x 24-inch LED Backlit Monitor,Field not included in 2013 data,Hewlett-Packard,USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",10.1,460.0,45.54
23195,2013,HP Envy 120 InkJet Printer,Field not included in 2013 data,Hewlett-Packard,USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",7.2,231.4,32.14
23195,2013,HP ScanJet 7500 (note that this product is representative of 5 similar products for which full LCAs were performed),HP ScanJet 7500 (note that this product is representative of 5 similar products for which full LCAs were performed),Hewlett-Packard,USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",10.61,262.1,24.7
23195,2013,HP Compaq Elite 8300 USDT PC,Field not included in 2013 data,Hewlett-Packard,USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",3.1,420.0,135.48
23195,2013,HP Compaq 8200 Elite SFF Business PC,Field not included in 2013 data,Hewlett-Packard,USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",7.6,500.0,65.79
23195,2013,HP Compaq Elite 8300 MT PC,Field not included in 2013 data,Hewlett-Packard,USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",11.2,580.0,51.79
23195,2013,HP EliteBook Folio 9470m,Field not included in 2013 data,Hewlett-Packard,USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",1.61,230.0,142.86
23195,2013,HP EliteBook 8460p Notebook PC,Field not included in 2013 data,Hewlett-Packard,USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",2.25,290.0,128.89
23195,2013,HP EliteBook 8570w Mobile Workstation,Field not included in 2013 data,Hewlett-Packard,USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",3.0,370.0,123.33
23634,2016,Canvas Wood Lateral,Office Storage,Herman Miller,USA,Consumer Durables & Apparel,Household Durables,"Home durables, textiles, & equipment",70.2,54.0,0.77
23634,2016,Canvas Wood Pedestal 2016,Office Storage,Herman Miller,USA,Consumer Durables & Apparel,Household Durables,"Home durables, textiles, & equipment",88.7,77.0,0.87
23634,2015,Embody Chair,Office Seating,Herman Miller,USA,"Consumer Durables, Household and Personal Products",Not used for 2015 reporting,"Home durables, textiles, & equipment",23.59,98.0,4.15
23634,2016,Embody Chair,Office Seating,Herman Miller,USA,Consumer Durables & Apparel,Household Durables,"Home durables, textiles, & equipment",23.59,98.0,4.15
23634,2016,Canvas Wood Tower,Office Storage,Herman Miller,USA,Consumer Durables & Apparel,Household Durables,"Home durables, textiles, & equipment",107.0,43.0,0.4
